#"+ESI Product Ion (rt: 1.604-2.051 min, 13 scans) Frag=150.0V CID@35.0 (411.2406[z=1] -> **) MSMS_Protonitazene_R3_08152024.d "
#Point,X(Thomsons),Y(Counts)
0,44.0509,8185.4404296875
1,72.0814,29002.466796875
2,100.1122,228900.484375
3,107.0492,19029.892578125
4,149.0949,2960.955078125
5,250.1102,4153.87109375
6,292.1567,3350.3974609375
