#"+ESI Product Ion (rt: 1.566-2.050 min, 14 scans) Frag=150.0V CID@35.0 (381.2660[z=1] -> **) MSMS_5 aminoisotonitazene_R3_07232024.d "
#Point,X(Thomsons),Y(Counts)
0,44.0506,15913.845703125
1,72.0814,44714.27734375
2,100.1121,416723.4375
3,101.1153,28843.046875
4,107.0491,21668.478515625
